GEO_TTL,SECTOR,NAICS2017,NAICS2017_TTL,YEAR,FIRM,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP,RCPTOT_IMP,PAYANN_IMP,EMP_IMP,AVG SALARY(PAYANN/EMP)
Illinois,52,522210,Credit card issuing,2017,8,29,3338237,192544,59401,2694,0,0,0,71.47
Illinois,52,522220,Sales financing,2017,145,194,5797367,480288,176695,4786,0,0,0,100.35
Illinois,52,522291,Consumer lending,2017,121,679,2853214,295535,85769,4572,0,0,0,64.64
Illinois,52,522292,Real estate credit,2017,166,406,2519865,908824,220771,9124,0,0,0,99.61
Illinois,52,522310,Mortgage and nonmortgage loan brokers,2017,230,239,247926,109396,24899,1543,0,0,0,70.9
Illinois,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,141,189,1372728,548866,204300,4707,0,0,0,116.61
Illinois,52,522390,Other activities related to credit intermediation,2017,295,736,671573,233276,60211,6055,0,0,0,38.53
Illinois,52,523110,Investment banking and securities dealing,2017,246,277,6876510,1671320,788916,5954,0,0,0,280.71
Illinois,52,523120,Securities brokerage,2017,389,959,6050221,1970519,660843,9796,0,0,0,201.16
Illinois,52,523130,Commodity contracts dealing,2017,158,162,2250329,658897,275800,2821,0,0,0,233.57
Illinois,52,523140,Commodity contracts brokerage,2017,209,221,2611379,417238,118393,2881,0,0,0,144.82
Illinois,52,523210,Securities and commodity exchanges,2017,6,8,3950194,457245,164616,2825,0,0,0,161.86
Illinois,52,523910,Miscellaneous intermediation,2017,366,366,2015004,616662,241229,3274,0,0,0,188.35
Illinois,52,523920,Portfolio management,2017,1217,2121,13074503,5638774,2454085,18929,0,0,0,297.89
Illinois,52,523930,Investment advice,2017,778,833,2067470,691889,195019,4367,0,0,0,158.44
Illinois,52,523991,"Trust, fiduciary, and custody activities",2017,80,97,512868,160586,42854,1458,0,0,0,110.14
Illinois,52,523999,Miscellaneous financial investment activities,2017,50,50,569439,160021,54902,1013,0,0,0,157.97
Illinois,52,524113,Direct life insurance carriers,2017,109,340,0,998305,356541,8748,0,0,0,114.12
Illinois,52,524114,Direct health and medical insurance carriers,2017,49,176,0,1844714,637055,20456,0,0,0,90.18
Illinois,52,524126,Direct property and casualty insurance carriers,2017,255,541,0,4677490,1610592,46480,0,0,0,100.63
Illinois,52,524130,Reinsurance carriers,2017,21,33,0,157830,58575,913,0,0,0,172.87
Illinois,52,524210,Insurance agencies and brokerages,2017,5992,6354,6897683,2598384,730446,36828,0,0,0,70.55
Illinois,52,524291,Claims adjusting,2017,143,160,145198,54372,13042,687,0,0,0,79.14
Illinois,52,524292,Third party administration of insurance and pension funds,2017,139,180,3421674,571362,132282,7873,0,0,0,72.57
Illinois,52,524298,All other insurance related activities,2017,118,125,418922,155532,39285,1889,0,0,0,82.34
Indiana,52,522110,Commercial banking,2017,137,2101,0,1423027,397763,24494,0,0,0,58.1
Indiana,52,522120,Savings institutions,2017,28,117,0,86544,21597,1698,0,0,0,50.97
Indiana,52,522130,Credit unions,2017,167,545,1234980,328653,82622,6924,0,0,0,47.47
Indiana,52,522220,Sales financing,2017,51,115,911894,167641,46751,1945,0,0,0,86.19
Indiana,52,522291,Consumer lending,2017,34,224,3071099,281551,98457,4740,0,0,0,59.4
Indiana,52,522292,Real estate credit,2017,87,238,819783,301837,65339,3582,0,0,0,84.26
Indiana,52,522310,Mortgage and nonmortgage loan brokers,2017,63,70,66472,31973,7848,474,0,0,0,67.45
Indiana,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,43,46,191209,42109,18094,531,0,0,0,79.3
Indiana,52,522390,Other activities related to credit intermediation,2017,40,298,167097,42697,8815,1338,0,0,0,31.91
Indiana,52,523110,Investment banking and securities dealing,2017,29,41,48687,14957,4796,133,0,0,0,112.46
Indiana,52,523120,Securities brokerage,2017,176,380,1007132,364685,110340,2204,0,0,0,165.47
Indiana,52,523910,Miscellaneous intermediation,2017,54,54,40013,16212,4113,168,0,0,0,96.5
Indiana,52,523920,Portfolio management,2017,366,943,948074,413233,109489,4104,0,0,0,100.69
Indiana,52,523930,Investment advice,2017,277,286,204909,77032,23277,889,0,0,0,86.65
Indiana,52,523991,"Trust, fiduciary, and custody activities",2017,24,26,143740,54094,11520,874,0,0,0,61.89
Indiana,52,523999,Miscellaneous financial investment activities,2017,6,6,6866,4131,815,33,0,0,0,125.18
Indiana,52,524113,Direct life insurance carriers,2017,45,144,0,535753,183959,6839,0,0,0,78.34
Indiana,52,524114,Direct health and medical insurance carriers,2017,29,94,0,822296,269880,10089,0,0,0,81.5
Indiana,52,524126,Direct property and casualty insurance carriers,2017,101,209,0,747919,230411,10428,0,0,0,71.72
Indiana,52,524128,"Other direct insurance (except life, health, and medical) carriers",2017,4,4,0,3653,798,91,0,0,0,40.14
Indiana,52,524210,Insurance agencies and brokerages,2017,2858,3048,2304956,852055,216589,14901,0,0,0,57.18
Indiana,52,524291,Claims adjusting,2017,72,84,418097,79640,17913,1242,0,0,0,64.12
Indiana,52,524292,Third party administration of insurance and pension funds,2017,63,85,864241,165982,46024,2658,0,0,0,62.45
Indiana,52,524298,All other insurance related activities,2017,45,48,56093,26514,6384,457,0,0,0,58.02
Iowa,52,521110,Monetary authorities - central bank,2017,1,1,0,7099,2115,62,0,0,0,114.5
Iowa,52,522110,Commercial banking,2017,301,1478,0,1782660,507182,28889,0,0,0,61.71
Iowa,52,522120,Savings institutions,2017,9,25,0,18288,4804,333,0,0,0,54.92
Iowa,52,522130,Credit unions,2017,96,290,814395,166871,42752,3429,0,0,0,48.66
Iowa,52,522220,Sales financing,2017,33,42,2824092,305823,75130,4185,0,0,0,73.08
Iowa,52,522292,Real estate credit,2017,45,95,980826,144631,38388,1805,0,0,0,80.13
Iowa,52,522310,Mortgage and nonmortgage loan brokers,2017,18,18,4313,1551,286,36,0,0,0,43.08
Iowa,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,21,28,906095,152553,43536,1909,0,0,0,79.91
Iowa,52,522390,Other activities related to credit intermediation,2017,31,154,105724,21349,6278,562,0,0,0,37.99
Iowa,52,523120,Securities brokerage,2017,148,239,388180,140525,37227,1095,0,0,0,128.33
Iowa,52,523910,Miscellaneous intermediation,2017,33,33,13483,3826,868,73,0,0,0,52.41
Iowa,52,523920,Portfolio management,2017,236,548,613883,254299,73428,2274,0,0,0,111.83
Iowa,52,523930,Investment advice,2017,172,175,172965,32502,9340,411,0,0,0,79.08
Iowa,52,523991,"Trust, fiduciary, and custody activities",2017,11,11,3704,980,242,21,0,0,0,46.67
Iowa,52,524113,Direct life insurance carriers,2017,48,468,0,1687212,599816,18098,0,0,0,93.23
Iowa,52,524114,Direct health and medical insurance carriers,2017,21,68,0,296891,92054,3616,0,0,0,82.1
Iowa,52,524210,Insurance agencies and brokerages,2017,1999,2144,1608677,596225,151269,9627,0,0,0,61.93
Iowa,52,524291,Claims adjusting,2017,31,39,29073,9882,2587,163,0,0,0,60.63
Iowa,52,524292,Third party administration of insurance and pension funds,2017,45,62,408268,97966,25105,2321,0,0,0,42.21
Iowa,52,524298,All other insurance related activities,2017,15,16,20510,10869,2668,241,0,0,0,45.1
Kansas,52,522110,Commercial banking,2017,291,1377,0,1029910,281375,18509,0,0,0,55.64
Kansas,52,522120,Savings institutions,2017,14,89,0,75039,21194,1321,0,0,0,56.8
Kansas,52,522130,Credit unions,2017,90,213,515215,137711,37375,2743,0,0,0,50.2
Kansas,52,522220,Sales financing,2017,31,36,262995,39497,11548,389,0,0,0,101.53
Kansas,52,522291,Consumer lending,2017,18,47,44955,10633,2595,203,0,0,0,52.38
Kansas,52,522292,Real estate credit,2017,64,117,658207,227750,63924,2572,0,0,0,88.55
Kansas,52,522310,Mortgage and nonmortgage loan brokers,2017,33,33,17866,5205,1141,110,0,0,0,47.32
Kansas,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,26,29,342622,75528,18183,937,0,0,0,80.61
Kansas,52,522390,Other activities related to credit intermediation,2017,40,200,121846,25156,6246,822,0,0,0,30.6
Kansas,52,523110,Investment banking and securities dealing,2017,21,21,61732,20524,8777,114,0,0,0,180.04
Kansas,52,523120,Securities brokerage,2017,122,188,332568,142616,39142,988,0,0,0,144.35
Kansas,52,523130,Commodity contracts dealing,2017,10,11,59804,8125,2674,51,0,0,0,159.31
Kansas,52,523140,Commodity contracts brokerage,2017,29,32,41289,10686,3396,98,0,0,0,109.04
Kansas,52,523920,Portfolio management,2017,299,612,1270241,387957,122996,2658,0,0,0,145.96
Kansas,52,523930,Investment advice,2017,241,256,398939,110368,29636,1796,0,0,0,61.45
Kansas,52,523991,"Trust, fiduciary, and custody activities",2017,19,22,162703,32146,7447,486,0,0,0,66.14
Kansas,52,524113,Direct life insurance carriers,2017,40,98,0,172221,54000,2142,0,0,0,80.4
Kansas,52,524114,Direct health and medical insurance carriers,2017,19,73,0,298330,94314,4083,0,0,0,73.07
Kansas,52,524126,Direct property and casualty insurance carriers,2017,72,137,0,366959,114985,5031,0,0,0,72.94
Kansas,52,524127,Direct title insurance carriers,2017,12,36,0,8708,2252,159,0,0,0,54.77
Kansas,52,524128,"Other direct insurance (except life, health, and medical) carriers",2017,7,7,0,11042,4353,137,0,0,0,80.6
Kansas,52,524130,Reinsurance carriers,2017,5,11,0,78587,31902,622,0,0,0,126.35
Kansas,52,524210,Insurance agencies and brokerages,2017,1914,2015,1984370,578845,144311,9697,0,0,0,59.69
Kansas,52,524291,Claims adjusting,2017,49,51,60459,17664,4812,283,0,0,0,62.42
Kansas,52,524292,Third party administration of insurance and pension funds,2017,52,63,1831830,179500,47782,3013,0,0,0,59.58
Kansas,52,524298,All other insurance related activities,2017,20,20,37798,13599,2667,140,0,0,0,97.14
Kentucky,52,521110,Monetary authorities - central bank,2017,1,1,0,670,144,10,0,0,0,67.0
Kentucky,52,522110,Commercial banking,2017,183,1722,0,1203601,331332,22875,0,0,0,52.62
Kentucky,52,522120,Savings institutions,2017,16,43,0,27043,6797,479,0,0,0,56.46
Kentucky,52,522130,Credit unions,2017,80,206,478878,112196,29095,2419,0,0,0,46.38
Kentucky,52,522220,Sales financing,2017,28,40,82469,12253,2580,167,0,0,0,73.37
Kentucky,52,522291,Consumer lending,2017,79,376,444230,75099,20075,1792,0,0,0,41.91
Kentucky,52,522292,Real estate credit,2017,55,145,374559,107833,25749,1494,0,0,0,72.18
Kentucky,52,522310,Mortgage and nonmortgage loan brokers,2017,45,45,33012,12792,3021,226,0,0,0,56.6
Kentucky,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,28,37,1204513,181107,51859,3143,0,0,0,57.62
Kentucky,52,522390,Other activities related to credit intermediation,2017,65,446,238288,53195,14199,1282,0,0,0,41.49
Kentucky,52,523120,Securities brokerage,2017,91,223,1135886,522887,128742,5004,0,0,0,104.49
Kentucky,52,523920,Portfolio management,2017,156,393,624440,233952,65846,2025,0,0,0,115.53
Kentucky,52,523930,Investment advice,2017,151,154,215640,70176,18957,966,0,0,0,72.65
Kentucky,52,523991,"Trust, fiduciary, and custody activities",2017,9,11,75391,22226,5361,259,0,0,0,85.81
Kentucky,52,524113,Direct life insurance carriers,2017,30,97,0,92162,30201,1247,0,0,0,73.91
Kentucky,52,524114,Direct health and medical insurance carriers,2017,27,117,0,1435901,480788,17444,0,0,0,82.31
Kentucky,52,524126,Direct property and casualty insurance carriers,2017,59,125,0,133217,39949,1786,0,0,0,74.59
Kentucky,52,524210,Insurance agencies and brokerages,2017,1716,1776,1246247,452194,115916,8289,0,0,0,54.55
Kentucky,52,524291,Claims adjusting,2017,38,53,46916,10789,2553,228,0,0,0,47.32
Kentucky,52,524292,Third party administration of insurance and pension funds,2017,43,59,606874,340816,85613,4651,0,0,0,73.28
Kentucky,52,524298,All other insurance related activities,2017,25,25,42531,17429,4151,354,0,0,0,49.23
Louisiana,52,521110,Monetary authorities - central bank,2017,1,1,0,7051,1822,94,0,0,0,75.01
Louisiana,52,522110,Commercial banking,2017,132,1500,0,1266518,358406,20509,0,0,0,61.75
Louisiana,52,522120,Savings institutions,2017,17,82,0,64964,16521,1083,0,0,0,59.99
Louisiana,52,522130,Credit unions,2017,186,396,682301,182710,45350,4011,0,0,0,45.55
Louisiana,52,522220,Sales financing,2017,30,36,87097,10212,2496,155,0,0,0,65.88
Louisiana,52,522291,Consumer lending,2017,287,790,589478,135811,36564,3230,0,0,0,42.05
Louisiana,52,522292,Real estate credit,2017,68,176,303697,113736,26140,1180,0,0,0,96.39
Louisiana,52,522298,All other nondepository credit intermediation,2017,98,148,186810,35422,8596,836,0,0,0,42.37
Louisiana,52,522310,Mortgage and nonmortgage loan brokers,2017,68,74,52217,22035,4562,310,0,0,0,71.08
Louisiana,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,29,32,47353,7958,1937,141,0,0,0,56.44
Louisiana,52,522390,Other activities related to credit intermediation,2017,115,517,207584,43044,12028,1681,0,0,0,25.61
Louisiana,52,523120,Securities brokerage,2017,122,199,478044,193439,57555,1106,0,0,0,174.9
Louisiana,52,523910,Miscellaneous intermediation,2017,89,89,68670,19707,5008,284,0,0,0,69.39
Louisiana,52,523920,Portfolio management,2017,227,522,520533,217088,56677,1813,0,0,0,119.74
Louisiana,52,523930,Investment advice,2017,150,158,100693,34065,8492,437,0,0,0,77.95
Louisiana,52,523991,"Trust, fiduciary, and custody activities",2017,19,20,35806,17328,4845,430,0,0,0,40.3
Louisiana,52,523999,Miscellaneous financial investment activities,2017,22,22,16446,2502,567,36,0,0,0,69.5
Louisiana,52,524113,Direct life insurance carriers,2017,54,123,0,229591,64190,2841,0,0,0,80.81
Louisiana,52,524114,Direct health and medical insurance carriers,2017,25,68,0,471281,132961,6215,0,0,0,75.83
Louisiana,52,524126,Direct property and casualty insurance carriers,2017,64,160,0,295312,88367,3520,0,0,0,83.9
Louisiana,52,524127,Direct title insurance carriers,2017,14,26,0,9338,2625,152,0,0,0,61.43
Louisiana,52,524128,"Other direct insurance (except life, health, and medical) carriers",2017,7,8,0,13283,3789,122,0,0,0,108.88
Louisiana,52,524210,Insurance agencies and brokerages,2017,1949,2152,1907677,668704,161660,11067,0,0,0,60.42
Louisiana,52,524291,Claims adjusting,2017,97,106,265849,181023,31302,2179,0,0,0,83.08
Louisiana,52,524292,Third party administration of insurance and pension funds,2017,38,54,413346,82238,21257,1597,0,0,0,51.5
Louisiana,52,524298,All other insurance related activities,2017,27,28,28579,10746,2331,175,0,0,0,61.41
Maine,52,522110,Commercial banking,2017,22,321,0,351635,96498,5445,0,0,0,64.58
Maine,52,522120,Savings institutions,2017,22,221,0,189408,48568,3090,0,0,0,61.3
Maine,52,522130,Credit unions,2017,62,192,411808,108811,27410,2303,0,0,0,47.25
Maine,52,522292,Real estate credit,2017,30,63,273772,90973,23436,1254,0,0,0,72.55
Maine,52,523920,Portfolio management,2017,92,157,216779,107985,24802,916,0,0,0,117.89
Maine,52,523930,Investment advice,2017,67,72,45892,16253,4253,185,0,0,0,87.85
Maine,52,524210,Insurance agencies and brokerages,2017,368,455,415746,180469,50616,2792,0,0,0,64.64
Maine,52,524291,Claims adjusting,2017,17,18,9570,5137,1245,96,0,0,0,53.51
Maine,52,524292,Third party administration of insurance and pension funds,2017,14,14,77600,30757,8846,489,0,0,0,62.9
Maine,52,524298,All other insurance related activities,2017,17,17,16489,3372,746,68,0,0,0,49.59
Maryland,52,521110,Monetary authorities - central bank,2017,1,1,0,9521,2286,126,0,0,0,75.56
Maryland,52,522110,Commercial banking,2017,98,1696,0,1339790,410140,18814,0,0,0,71.21
Maryland,52,522120,Savings institutions,2017,22,75,0,60536,15153,923,0,0,0,65.59
Maryland,52,522130,Credit unions,2017,88,299,1165589,294048,75273,4905,0,0,0,59.95
Maryland,52,522220,Sales financing,2017,55,61,1399303,126450,47458,1258,0,0,0,100.52
Maryland,52,522291,Consumer lending,2017,32,95,477095,72658,25773,1021,0,0,0,71.16
Maryland,52,522292,Real estate credit,2017,159,359,3107034,884391,270682,7764,0,0,0,113.91
Maryland,52,522293,International trade financing,2017,3,3,2018,503,103,5,0,0,0,100.6
Maryland,52,522310,Mortgage and nonmortgage loan brokers,2017,140,149,183112,89655,21531,1034,0,0,0,86.71
Maryland,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,59,71,3080606,249997,72447,4337,0,0,0,57.64
Maryland,52,522390,Other activities related to credit intermediation,2017,73,142,120867,57099,13253,1508,0,0,0,37.86
Maryland,52,523110,Investment banking and securities dealing,2017,55,63,257102,95202,30332,409,0,0,0,232.77
Maryland,52,523120,Securities brokerage,2017,127,398,1814381,630052,188156,3715,0,0,0,169.6
Maryland,52,523920,Portfolio management,2017,488,646,10619524,2204727,517797,10464,0,0,0,210.7
Maryland,52,523930,Investment advice,2017,353,373,560396,212994,76832,1718,0,0,0,123.98
Maryland,52,523991,"Trust, fiduciary, and custody activities",2017,29,36,1022437,326672,100306,2845,0,0,0,114.82
Maryland,52,524113,Direct life insurance carriers,2017,43,137,0,407831,119590,3480,0,0,0,117.19
Maryland,52,524114,Direct health and medical insurance carriers,2017,32,121,0,734157,211665,8715,0,0,0,84.24
Maryland,52,524126,Direct property and casualty insurance carriers,2017,79,163,0,836063,280511,9540,0,0,0,87.64
Maryland,52,524127,Direct title insurance carriers,2017,25,31,0,18617,4672,242,0,0,0,76.93
Maryland,52,524210,Insurance agencies and brokerages,2017,1928,2053,2192216,865527,217031,12825,0,0,0,67.49
Maryland,52,524291,Claims adjusting,2017,48,57,53277,23068,5468,298,0,0,0,77.41
Maryland,52,524292,Third party administration of insurance and pension funds,2017,60,76,896876,180156,50251,2226,0,0,0,80.93
Maryland,52,524298,All other insurance related activities,2017,35,37,95592,39667,10865,495,0,0,0,80.14
Massachusetts,52,521110,Monetary authorities - central bank,2017,2,2,2545000,145216,33150,1070,0,0,0,135.72
Massachusetts,52,522110,Commercial banking,2017,84,1485,0,4381611,1344142,34340,0,0,0,127.59
Massachusetts,52,522120,Savings institutions,2017,113,982,0,1086345,315941,15223,0,0,0,71.36
Massachusetts,52,522210,Credit card issuing,2017,6,18,317160,9893,4097,107,0,0,0,92.46
Massachusetts,52,522220,Sales financing,2017,69,82,1811685,239821,69680,1649,0,0,0,145.43
Massachusetts,52,522291,Consumer lending,2017,23,30,129811,40107,13573,365,0,0,0,109.88
Massachusetts,52,522292,Real estate credit,2017,103,295,1039144,392716,115220,2811,0,0,0,139.71
Massachusetts,52,522310,Mortgage and nonmortgage loan brokers,2017,129,147,282819,136585,36016,1402,0,0,0,97.42
Massachusetts,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,59,67,717678,122068,34139,1216,0,0,0,100.38
Massachusetts,52,522390,Other activities related to credit intermediation,2017,60,106,93864,41466,11317,896,0,0,0,46.28
Massachusetts,52,523110,Investment banking and securities dealing,2017,120,134,1588253,552069,251305,1770,0,0,0,311.9
Massachusetts,52,523120,Securities brokerage,2017,195,483,7874769,2792586,821449,13628,0,0,0,204.92
Massachusetts,52,523130,Commodity contracts dealing,2017,7,10,13037,3883,961,24,0,0,0,161.79
Massachusetts,52,523140,Commodity contracts brokerage,2017,6,7,19247,4632,1238,37,0,0,0,125.19
Massachusetts,52,523920,Portfolio management,2017,945,1252,25694533,7476029,2260523,27851,0,0,0,268.43
Massachusetts,52,523930,Investment advice,2017,470,520,1670339,548225,186344,4075,0,0,0,134.53
Massachusetts,52,523991,"Trust, fiduciary, and custody activities",2017,50,52,289946,74458,22573,861,0,0,0,86.48
Massachusetts,52,524113,Direct life insurance carriers,2017,49,229,0,2152638,787325,16611,0,0,0,129.59
Massachusetts,52,524114,Direct health and medical insurance carriers,2017,33,97,0,1354888,405898,15951,0,0,0,84.94
Massachusetts,52,524126,Direct property and casualty insurance carriers,2017,66,240,0,2246890,837721,19783,0,0,0,113.58
Massachusetts,52,524210,Insurance agencies and brokerages,2017,2021,2334,3779701,1487681,391659,18413,0,0,0,80.8
Massachusetts,52,524291,Claims adjusting,2017,115,120,205143,106818,25502,1523,0,0,0,70.14
Massachusetts,52,524292,Third party administration of insurance and pension funds,2017,75,92,1390524,211793,59485,3022,0,0,0,70.08
Massachusetts,52,524298,All other insurance related activities,2017,43,51,403398,125704,36803,1313,0,0,0,95.74
Michigan,52,521110,Monetary authorities - central bank,2017,1,1,0,11899,3146,123,0,0,0,96.74
Michigan,52,522110,Commercial banking,2017,139,2687,0,2464945,705000,36979,0,0,0,66.66
Michigan,52,522120,Savings institutions,2017,14,169,0,339864,89651,3446,0,0,0,98.63
Michigan,52,522130,Credit unions,2017,250,985,2813185,703862,177786,15034,0,0,0,46.82
Michigan,52,522220,Sales financing,2017,98,121,12791979,495881,162957,5523,0,0,0,89.78
Michigan,52,522291,Consumer lending,2017,16,66,110245,25471,6720,349,0,0,0,72.98
Michigan,52,523110,Investment banking and securities dealing,2017,37,39,98002,34166,8814,240,0,0,0,142.36
Michigan,52,523120,Securities brokerage,2017,276,606,1646760,723950,210137,4274,0,0,0,169.38
Michigan,52,524113,Direct life insurance carriers,2017,49,169,0,519219,180448,5718,0,0,0,90.8
Michigan,52,524114,Direct health and medical insurance carriers,2017,51,132,0,1220529,351257,14987,0,0,0,81.44
Michigan,52,524126,Direct property and casualty insurance carriers,2017,117,340,0,1333889,447375,16731,0,0,0,79.73
Minnesota,52,521110,Monetary authorities - central bank,2017,2,2,932000,88251,20292,989,0,0,0,89.23
Minnesota,52,522110,Commercial banking,2017,344,1694,0,3869090,1250635,49100,0,0,0,78.8
Minnesota,52,522120,Savings institutions,2017,23,109,0,72502,19249,1246,0,0,0,58.19
Minnesota,52,522130,Credit unions,2017,124,365,1018043,254782,66873,4859,0,0,0,52.44
Minnesota,52,522220,Sales financing,2017,62,87,855018,148471,44462,1479,0,0,0,100.39
Minnesota,52,522291,Consumer lending,2017,31,51,123104,25070,6374,521,0,0,0,48.12
Minnesota,52,522292,Real estate credit,2017,90,259,3364285,574485,180873,5516,0,0,0,104.15
Minnesota,52,522310,Mortgage and nonmortgage loan brokers,2017,82,85,94994,44770,9283,644,0,0,0,69.52
Minnesota,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,74,93,341707,83856,22610,1134,0,0,0,73.95
Minnesota,52,522390,Other activities related to credit intermediation,2017,56,93,714657,104490,32722,1515,0,0,0,68.97
Minnesota,52,523110,Investment banking and securities dealing,2017,51,55,1090084,452396,185061,2525,0,0,0,179.17
Minnesota,52,523120,Securities brokerage,2017,272,552,2395348,767446,237888,4790,0,0,0,160.22
Minnesota,52,523130,Commodity contracts dealing,2017,15,16,321404,61950,12960,308,0,0,0,201.14
Minnesota,52,523140,Commodity contracts brokerage,2017,34,35,72115,14440,3721,136,0,0,0,106.18
Minnesota,52,523920,Portfolio management,2017,649,1100,3580506,1227785,469882,7956,0,0,0,154.32
Minnesota,52,523930,Investment advice,2017,416,454,1769824,344837,119648,3483,0,0,0,99.01
Minnesota,52,523991,"Trust, fiduciary, and custody activities",2017,34,36,461113,28263,9034,570,0,0,0,49.58
Minnesota,52,523999,Miscellaneous financial investment activities,2017,25,25,11407,4046,1009,75,0,0,0,53.95
Minnesota,52,524113,Direct life insurance carriers,2017,63,203,0,1257236,412262,12648,0,0,0,99.4
Minnesota,52,524114,Direct health and medical insurance carriers,2017,30,106,0,2791444,1028112,24140,0,0,0,115.64
Minnesota,52,524126,Direct property and casualty insurance carriers,2017,155,270,0,1036032,357952,9999,0,0,0,103.61
Minnesota,52,524127,Direct title insurance carriers,2017,17,64,0,78314,18357,883,0,0,0,88.69
Minnesota,52,524128,"Other direct insurance (except life, health, and medical) carriers",2017,7,7,0,2163,536,31,0,0,0,69.77
Minnesota,52,524130,Reinsurance carriers,2017,6,8,0,8290,3582,57,0,0,0,145.44
Minnesota,52,524210,Insurance agencies and brokerages,2017,3124,3319,2950063,1061576,286957,15767,0,0,0,67.33
Minnesota,52,524291,Claims adjusting,2017,71,82,51136,18702,3931,378,0,0,0,49.48
Minnesota,52,524292,Third party administration of insurance and pension funds,2017,87,108,26428090,1071790,333667,11259,0,0,0,95.19
Minnesota,52,524298,All other insurance related activities,2017,66,69,76457,28546,7247,631,0,0,0,45.24
Mississippi,52,522110,Commercial banking,2017,99,1171,0,892686,235982,14988,0,0,0,59.56
Mississippi,52,522120,Savings institutions,2017,4,9,0,6470,1384,119,0,0,0,54.37
Mississippi,52,522130,Credit unions,2017,83,166,335348,74609,18351,1940,0,0,0,38.46
Mississippi,52,522220,Sales financing,2017,27,28,43666,6968,1689,113,0,0,0,61.66
Mississippi,52,522291,Consumer lending,2017,151,553,421330,87124,23030,2193,0,0,0,39.73
Mississippi,52,522292,Real estate credit,2017,41,81,199065,42105,12065,557,0,0,0,75.59
Mississippi,52,522310,Mortgage and nonmortgage loan brokers,2017,11,11,7351,2427,514,39,0,0,0,62.23
Mississippi,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,19,19,38145,6692,1511,114,0,0,0,58.7
Mississippi,52,522390,Other activities related to credit intermediation,2017,134,571,145619,37595,9311,1443,0,0,0,26.05
Mississippi,52,523120,Securities brokerage,2017,38,68,126994,56397,14819,335,0,0,0,168.35
Mississippi,52,523910,Miscellaneous intermediation,2017,42,42,13377,3731,973,77,0,0,0,48.45
Mississippi,52,523920,Portfolio management,2017,83,185,184462,72658,18254,707,0,0,0,102.77
Mississippi,52,523930,Investment advice,2017,56,56,40794,8128,2397,114,0,0,0,71.3
Mississippi,52,523991,"Trust, fiduciary, and custody activities",2017,13,13,13314,5024,1093,80,0,0,0,62.8
Mississippi,52,523999,Miscellaneous financial investment activities,2017,4,4,387,137,42,7,0,0,0,19.57
Mississippi,52,524113,Direct life insurance carriers,2017,25,57,0,89082,22720,1343,0,0,0,66.33
Mississippi,52,524114,Direct health and medical insurance carriers,2017,16,35,0,122857,38207,1660,0,0,0,74.01
Mississippi,52,524126,Direct property and casualty insurance carriers,2017,42,89,0,98354,26331,1352,0,0,0,72.75
Mississippi,52,524210,Insurance agencies and brokerages,2017,1158,1234,681993,234127,56888,4549,0,0,0,51.47
Mississippi,52,524291,Claims adjusting,2017,21,28,6966,2569,643,59,0,0,0,43.54
Mississippi,52,524292,Third party administration of insurance and pension funds,2017,30,35,74887,29552,8118,621,0,0,0,47.59
Mississippi,52,524298,All other insurance related activities,2017,13,13,15901,6867,1878,147,0,0,0,46.71
Missouri,52,521110,Monetary authorities - central bank,2017,3,4,3492000,285660,65269,2803,0,0,0,101.91
Missouri,52,522110,Commercial banking,2017,292,2390,0,2684288,779663,42502,0,0,0,63.16
Missouri,52,522120,Savings institutions,2017,18,50,0,99940,23158,1250,0,0,0,79.95
Missouri,52,522130,Credit unions,2017,118,318,563328,155987,38763,3544,0,0,0,44.01
Missouri,52,522220,Sales financing,2017,57,66,293995,39557,10877,551,0,0,0,71.79
Missouri,52,522291,Consumer lending,2017,57,465,357513,65671,17916,1550,0,0,0,42.37
Missouri,52,522292,Real estate credit,2017,107,285,936755,402151,103061,5378,0,0,0,74.78
Missouri,52,522310,Mortgage and nonmortgage loan brokers,2017,69,76,714937,238802,61197,2652,0,0,0,90.05
Missouri,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,50,61,1971876,489029,164752,4818,0,0,0,101.5
Missouri,52,522390,Other activities related to credit intermediation,2017,120,442,145147,32174,9131,1212,0,0,0,26.55
Missouri,52,523110,Investment banking and securities dealing,2017,37,41,228644,55091,9714,249,0,0,0,221.25
Missouri,52,523120,Securities brokerage,2017,157,357,2136411,974135,319838,7144,0,0,0,136.36
Missouri,52,523130,Commodity contracts dealing,2017,11,12,7116,3314,818,29,0,0,0,114.28
Missouri,52,523140,Commodity contracts brokerage,2017,14,15,32198,24952,5478,202,0,0,0,123.52
